255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,252,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,47,32,255,253,255,253,255,253,255,255,255,254,255,255,255,255,236,45,5,0,15,255,253,255,251,255,252,255,252,255,255,255,252,49,2,0,21,210,253,255,255,250,253,255,255,255,255,252,255,255,41,3,2,13,254,255,252,253,255,255,252,255,253,247,255,254,254,255,255,49,15,255,255,255,255,255,255,250,255,255,253,255,251,255,251,255,251,101,0,18,255,252,254,254,254,255,255,255,255,255,255,251,254,255,253,255,253,255,255,254,252,252,255,255,253,253,255,249,255,254,255,255,251,251,255,253,252,251,250,255,253,254,252,255,255,255,254,255,255,255,253,253,251,255,253,253,255,255,255,254,251,255,255,253,252,255,251,255,249,255,255,253,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,252,254,255,255,252,255,255,254,255,255,50,0,0,0,2,0,2,31,255,254,255,253,95,0,2,0,1,0,2,0,13,255,255,255,252,255,254,254,255,255,250,255,254,253,255,255,251,255,251,252,255,249,253,255,255,255,253,255,252,253,255,252,255,255,250,255,248,255,255,255,255,254,255,251,255,253,255,252,253,254,254,253,248,255,255,255,254,253,254,253,254,255,255,255,250,255,254,255,250,255,251,255,255,253,252,255,250,254,251,255,252,254,254,255,254,254,251,255,255,253,254,255,250,254,251,254,255,255,255,255,254,255,253,255,255,250,255,255,249,255,254,255,253,255,255,255,250,255,254,250,255,253,255,255,252,255,255,251,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,255,255,255,254,255,255,255,255,255,255,255,255,252,254,255,254,255,254,255,255,255,250,255,255,255,255,255,255,255,255,255,255,255,255,250,255,251,255,255,252,249,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,252,255,255,255,251,255,255,255,255,255,255,255,255,255,253,255,252,255,253,253,255,253,238,80,255,254,255,255,255,255,255,255,255,255,253,255,255,255,254,255,255,47,13,209,254,253,255,255,255,255,255,255,255,255,255,255,255,252,255,255,45,18,255,255,250,255,255,255,255,255,255,255,255,255,255,255,254,255,253,46,18,255,254,255,255,254,255,251,255,254,254,255,255,255,255,255,48,0,0,19,254,254,255,255,255,255,255,252,255,255,254,253,255,253,51,0,16,254,255,253,255,255,255,254,254,254,251,255,255,253,253,255,51,1,14,255,253,253,254,253,251,255,255,254,254,255,252,255,251,255,48,0,13,254,255,251,255,255,255,255,255,253,255,255,255,255,252,254,252,51,16,255,251,255,255,255,251,255,255,253,255,255,255,254,254,254,255,255,94,15,255,254,255,253,252,254,255,251,253,250,255,253,254,254,253,253,253,254,255,253,249,253,255,255,255,250,254,255,255,255,255,255,254,254,254,254,254,255,249,255,253,255,248,255,253,255,255,254,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,249,255,254,255,254,255,48,32,255,254,255,251,255,255,254,255,255,250,255,252,255,253,255,253,238,49,13,255,252,255,255,255,255,252,253,254,255,253,255,254,253,255,44,0,3,0,4,0,0,0,0,5,0,0,3,33,254,249,255,254,255,94,16,206,255,245,255,255,255,255,255,250,255,255,252,254,253,255,252,249,255,253,255,253,255,255,254,255,253,255,249,254,255,252,255,254,255,255,255,255,251,255,255,254,248,254,254,255,255,254,255,255,248,255,254,254,251,255,250,255,254,250,252,254,255,252,255,255,254,255,255,250,255,254,255,254,254,253,253,254,254,255,253,254,255,253,253,255,251,255,253,255,255,253,255,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
254,255,255,255,254,255,255,254,255,254,255,255,253,255,255,254,255,252,255,255,255,255,255,254,254,255,255,255,251,255,253,254,255,254,255,254,255,255,249,255,255,255,254,255,255,255,255,255,255,254,254,255,254,255,255,255,253,254,255,255,255,254,255,255,255,254,254,254,255,252,255,253,255,253,253,255,252,255,250,255,255,255,255,255,255,254,255,255,252,255,253,255,255,255,255,253,255,253,253,253,255,255,255,254,254,255,255,255,255,252,253,255,252,255,254,254,255,255,255,255,255,255,255,254,255,255,255,251,240,79,255,255,255,254,255,255,252,255,255,254,254,255,255,254,255,255,250,242,62,211,250,255,251,255,251,48,2,30,255,255,255,249,254,255,255,255,48,16,206,254,50,0,2,0,0,17,255,255,255,255,255,255,255,253,253,45,15,49,4,0,17,255,255,252,255,255,255,254,254,254,251,255,252,245,44,5,0,16,255,248,255,254,254,255,255,253,255,254,254,255,255,255,46,0,15,255,252,253,253,255,254,254,255,255,254,255,255,255,255,255,250,255,61,255,253,252,252,255,255,251,255,253,252,255,252,255,255,254,254,254,255,255,253,254,255,255,251,255,252,255,254,255,254,255,255,253,254,254,253,253,251,255,250,254,247,252,255,252,254,255,250,255,251,254,255,255,254,254,254,254,255,250,255,255,255,255,253,254,255,252,255,250,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,252,254,255,255,252,255,255,254,255,255,254,253,255,252,255,255,253,255,255,255,255,253,95,0,2,0,1,0,0,14,255,253,254,255,255,255,255,249,255,254,250,255,254,253,255,255,251,255,255,48,0,4,0,2,0,0,0,36,252,254,255,252,255,255,250,255,248,255,253,255,253,253,255,254,254,255,255,255,252,255,254,253,248,255,255,255,254,253,255,255,253,255,252,251,255,254,255,251,254,255,251,255,255,253,252,255,250,254,253,254,253,249,254,255,251,255,255,254,255,251,254,255,250,254,251,254,255,255,253,255,253,255,254,254,249,255,254,254,249,255,254,255,253,255,255,255,250,255,255,250,255,252,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,255,255,255,255,255,253,255,253,255,254,255,254,255,255,255,255,255,255,255,255,255,255,255,255,252,255,255,255,255,255,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,254,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,249,255,250,255,255,253,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,250,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,255,255,255,252,255,254,255,255,255,255,255,255,255,255,255,255,255,255,253,65,255,251,254,255,252,255,255,255,255,255,255,255,255,255,255,255,255,255,50,14,253,255,254,250,255,254,255,255,255,255,255,250,255,255,255,254,255,253,0,255,254,254,255,253,255,47,2,31,255,254,253,255,252,254,255,255,41,6,1,3,0,1,0,0,3,15,254,254,255,255,254,255,255,49,0,3,0,0,15,255,255,255,252,255,252,255,253,255,252,253,255,255,91,4,0,15,255,252,255,252,255,253,255,255,255,254,255,252,253,254,250,255,254,253,252,255,252,254,253,255,255,249,254,255,253,254,254,255,250,255,254,255,253,255,249,255,255,254,253,255,252,255,254,250,255,253,251,255,255,253,255,253,250,253,255,251,255,255,255,255,253,254,255,255,252,255,255,255,249,255,254,254,255,254,254,254,253,254,255,252,255,255,252,253,255,254,255,251,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,251,255,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,252,255,255,255,255,255,253,252,255,255,254,255,255,255,255,255,255,255,255,255,254,255,255,251,253,255,255,255,253,254,255,255,255,255,255,255,255,255,255,253,255,250,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,251,255,255,251,255,255,254,255,255,255,255,255,255,255,255,255,255,251,255,252,255,253,254,255,255,255,253,254,255,255,255,255,255,255,255,255,255,252,182,23,0,1,0,3,5,140,248,255,255,254,251,255,255,180,28,0,1,0,0,1,0,0,1,0,2,0,254,254,251,252,189,19,2,3,0,0,0,4,2,0,1,3,0,0,0,104,255,255,254,255,62,0,0,2,0,0,0,0,3,0,110,250,255,255,254,255,250,255,255,255,160,7,3,0,4,102,255,255,255,255,255,255,255,250,255,253,250,255,251,255,255,252,253,255,249,255,253,253,255,254,255,255,253,255,254,255,255,252,254,253,253,255,253,254,255,250,255,250,255,255,251,255,254,255,254,253,255,251,255,255,254,254,251,253,253,254,255,255,253,254,255,255,251,255,254,254,255,255,254,252,254,255,255,253,255,255,253,255,255,255,253,255,255,252,255,255,249,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,253,254,255,254,255,254,255,255,254,255,255,255,255,254,255,255,255,255,255,251,255,255,252,254,254,255,255,255,255,254,255,253,254,255,253,255,255,255,255,255,255,249,255,255,253,255,254,254,254,255,255,254,255,254,254,255,255,255,255,255,250,255,255,253,255,255,255,255,255,255,251,255,253,252,255,255,255,255,255,251,255,255,251,255,254,253,254,254,255,253,255,253,255,255,255,255,255,255,255,255,255,254,255,250,255,255,255,254,66,255,255,255,255,251,255,255,255,255,255,255,252,255,255,254,255,250,255,48,16,255,255,251,255,254,255,255,255,255,255,255,253,255,253,255,251,255,48,16,255,255,253,255,253,255,253,255,255,255,255,255,250,255,253,255,254,235,20,255,255,50,0,0,0,2,0,2,31,255,254,255,255,254,255,255,253,53,0,2,0,13,255,255,255,252,255,254,254,255,255,253,255,255,44,2,1,17,255,251,252,255,249,253,255,255,255,253,255,252,253,255,49,0,3,0,15,249,255,255,255,255,254,255,251,255,253,255,252,253,254,255,47,0,17,254,255,254,255,254,253,254,255,255,255,250,255,254,255,250,255,252,252,255,248,255,255,255,247,251,255,252,254,254,255,254,254,251,255,255,253,255,253,253,255,249,254,252,255,255,255,254,255,253,255,255,250,255,255,249,255,254,255,254,253,255,255,254,255,254,250,255,253,255,255,252,255,255,251,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
255,255,255,255,255,255,255,255,255,255,251,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,252,255,255,255,252,255,252,254,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,251,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,253,252,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,254,250,255,252,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,252,255,253,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,252,255,253,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,236,82,255,251,255,255,255,255,255,255,255,253,253,255,252,255,251,255,47,1,13,209,252,255,254,255,252,255,255,251,251,255,254,255,253,255,240,50,16,255,255,249,255,255,253,255,255,44,15,255,255,251,255,255,255,96,0,1,0,0,3,0,3,0,2,0,0,1,13,253,253,255,254,253,255,253,255,250,255,255,253,255,252,255,252,255,252,255,254,251,255,255,254,255,254,253,253,255,255,255,255,252,255,255,254,255,255,254,252,255,254,250,255,255,252,255,254,254,252,254,247,254,254,252,255,251,255,250,255,255,251,255,253,251,255,248,255,250,255,255,255,255,252,255,251,252,255,255,252,246,255,254,255,252,255,255,252,255,254,255,253,255,255,253,255,255,252,254,255,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1
